,author,title,description,url,urlToImage,publishedAt,content,source.name,category
42,Joe Murphy,"U.S. counts 13M COVID-19 cases, its fourth million-milestone of November - Yahoo News",More than 3.8 million people have contracted the disease since the start of the month.,https://news.yahoo.com/u-counts-13m-covid-19-231850714.html,https://s.yimg.com/ny/api/res/1.2/yXoBI67qSuEnsgh9XGzXcw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTIwMDA7aD0xMDAw/https://s.yimg.com/uu/api/res/1.2/zvGPE1.CB1zudJ_x3BYZqg--~B/aD0xMjAwO3c9MjQwMDthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en-US/nbc_today_217/7b72325ffeca18dfadd2cca4b15bf38a,2020-11-27T23:18:00Z,"The U.S. reached 13 million diagnosed cases of COVID-19 on Friday, another milestone in a month riddled with them.
It was the fourth such marker the country has counted in November, which has seen 3",Yahoo Entertainment,business
43,"Cory Johnson, KOMU 8 Reporter",Scam delivers unwanted packages to mid-Missourians | News | komu.com - KOMU 8,"The sellers often write fake, positive reviews in the recipient's name.",https://www.komu.com/news/scam-delivers-unwanted-packages-to-mid-missourians/article_6b94ce10-3103-11eb-be3e-9bf7a90dda73.html,https://bloximages.newyork1.vip.townnews.com/komu.com/content/tncms/assets/v3/editorial/6/b9/6b94ce10-3103-11eb-be3e-9bf7a90dda73/5fc18c40552a2.preview.png?resize=1120%2C630,2020-11-27T22:53:00Z,"SEDALIA - A scam is making its way into mid-Missouri leaving unwanted packages in mailboxes.
The Better Business Bureau (BBB) calls it ""brushing"" where sellers ship packages to businesses or a perso",KOMU 8,business
44,Emilia Miles,"Update from police: No shots fired at Glenbrook Square, mall back open - Fort Wayne's NBC",Police responded to Glenbrook Square mall Friday afternoon after reports of a fight and gunshots being fired.,https://fortwaynesnbc.com/2020/11/27/update-from-police-no-shots-fired-at-glenbrook-square-mall-back-open/,https://quincy-network.s3.ca-central-1.amazonaws.com/wp-content/uploads/sites/17/2020/11/shooting-black-friday-oof.jpg,2020-11-27T22:32:25Z,"FORT WAYNE, Ind. (Fort Wayne's NBC) - Police responded to Glenbrook Square mall Friday afternoon after reports of a fight and gunshots being fired. 
At this time, Fort Wayne's NBC News crew can conf",Fortwaynesnbc.com,business
45,Samantha Kubota,Boy's heartbreaking letter to Santa 'only asking for love' goes viral - TODAY,Little boy's letter asking if Santa if he supports the LGBTQ community since he is gay is going viral ahead of USPS Operation Santa's launch for 2020.,https://www.today.com/parents/boy-s-heartbreaking-letter-santa-only-asking-love-goes-viral-t201455,https://media2.s-nbcnews.com/j/newscms/2020_48/1643596/santa-letter-viral-sk-today-main-201127_ccf39f0fb26c8bf00e523fae46de9788.social_share_1200x630_center.jpg,2020-11-27T22:12:00Z,"It's a time-honored tradition to write to Santa Claus.
But some kids don't want the latest toy or a new iPhone they just want to help their family pay the bills or to be loved.
A recent photo poste",TODAY,business
46,Rafi Schwartz,U.S. travelers set a horrible new pandemic record for Thanksgiving travel - Mic,"Despite the mountains of evidence, and who's who of medical professionals pleading with the public to get it through their heads that mass travel in the midst of the ongoing coronavirus pandemic is a terrible idea, This week Americans traveled more…",https://www.mic.com/p/us-travelers-set-a-horrible-new-pandemic-record-for-thanksgiving-travel-46682003,https://imgix.bustle.com/uploads/getty/2020/11/27/5c0da1a2-3aeb-4c90-8f09-5573dfdd587f-getty-1288081407.jpg?w=1200&h=630&q=70&fit=crop&crop=faces&fm=jpg,2020-11-27T21:55:00Z,"Despite the mountains of evidence, and who's who of medical professionals pleading with the public to get it through their heads that mass travel in the midst of the ongoing coronavirus pandemic is a",Mic,business
47,Lisa Finn,Black Friday Shoppers Head To Tanger Despite Coronavirus - Patch.com,Long lines of shoppers waited patiently at Tanger for the chance to score deals despite the pandemic. Did you go out Black Friday shopping?,https://patch.com/new-york/riverhead/black-friday-shoppers-head-tanger-despite-coronavirus,https://patch.com/img/cdn20/users/1296254/20201127/031206/styles/patch_image/public/tanger1___27144117438.jpg,2020-11-27T20:12:00Z,"RIVERHEAD, NY The pandemic didn't serve as a deterrent for long lines of shoppers who turned out at Tanger Outlets in Riverhead on Black Friday hoping to score some deals.
Black Friday at Tanger in ","Avon, CT Patch",business
48,Audrey Conklin,"Amazon hiring spree adds 1,400 workers per day - Fox Business","Amazon has hired more than 400,000 employees since the start of 2020 and more than 500,000, including seasonal hires.",https://www.foxbusiness.com/economy/amazon-1400-workers-per-day,https://a57.foxnews.com/static.foxbusiness.com/foxbusiness.com/content/uploads/2020/06/0/0/Associate-wearing-PPE-2.jpg?ve=1&tl=1,2020-11-27T18:47:58Z,"Amazon has hired more than 400,000 people globally since January, amounting to more than 1,000 new hires per day, the company confirmed to FOX Business.
The 400,000 hires do not include an additiona",Fox Business,business
49,Eyewitness News,"""COVID tested"" flights to take off from John F. Kennedy, Newark Liberty airports next month - WABC-TV","Italian authorities will soon approve an experiment with ""COVID tested"" flights from three U.S. airports with the aim of eliminating the required 14-day quarantine for passengers arriving in Italy, Rome's main airport said Thursday.",https://abc7ny.com/covid-tested-flights-jfk-newark-liberty-free/8305391/,https://cdn.abcotvs.com/dip/images/8305681_112720-wabc-covid-tested-flights-img.jpg?w=1600,2020-11-27T17:00:09Z,"NEW YORK CITY -- Italian authorities will soon approve an experiment with ""COVID tested"" flights from three U.S. airports with the aim of eliminating the required 14-day quarantine for passengers arr",WABC-TV,business
50,TJ Donegan,"Black Friday 2020: The 10 best deals on Sony, Apple, Hulu, Adidas, Roomba and more - USA TODAY","We've checked out thousands of deals and found over 300 great deals, but these are the 10 best on your favorite brands like Apple, Adidas and more.",https://www.usatoday.com/story/tech/reviewedcom/2020/11/27/black-friday-2020-10-best-deals-sony-apple-hulu-adidas-roomba-and-more/6356509002/,https://www.gannett-cdn.com/-mm-/675ba115506e09d3d7e32d07055fdcb503ebe995/c=0-2-1272-718/local/-/media/2020/11/27/USATODAY/usatsports/Reviewed.com-RvEW-26066-7eebc072.jpg?width=1600&height=800&fit=crop,2020-11-27T14:16:00Z,"Get KitchenAid's iconic stand mixer for less than $200 for Black Friday 2020
 (Photo: Reviewed.com)
Recommendations are independently chosen by Revieweds editors. Purchases you make through our lin",USA Today,business
51,Melody Gonzales,Fred Meyer’s annual ‘Sock Sale’ has different feel in 2020 - KOIN.com,The pandemic has altered Fred Meyer’s annual Sock Sale — a long-running Black Friday tradition.,https://www.koin.com/news/portland/fred-meyers-annual-sock-sale-has-different-feel-in-2020/,https://www.koin.com/wp-content/uploads/sites/10/2020/11/snapshot-34.jpg?w=1280,2020-11-27T13:47:00Z,"PORTLAND, Ore. (KOIN) — The pandemic has altered Fred Meyer’s annual Sock Sale — a long-running Black Friday tradition.
The company says its new Friday plans focus on the safety of its customers and",KOIN.com,business
52,Investor's Business Daily,"Dow Jones Futures Rise Amid Coronavirus Vaccine News, Bitcoin Falls; Tesla Suspension Probe Begins - Investor's Business Daily",Dow Jones futures rose while Bitcoin fell. AstraZeneca said it'll likely run a new coronavirus vaccine study. The U.S. began a Tesla suspension probe.,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-astrazeneca-coronavirus-vaccine-news-tesla-suspension-probe/,https://www.investors.com/wp-content/uploads/2017/09/Stock_tsla_modelS_01.jpg,2020-11-27T13:21:00Z,"Dow Jones futures rose modestly Friday morning, along with S&amp;P 500 futures and Nasdaq futures. AstraZeneca (AZN) said it would likely need to conduct another study for its coronavirus vaccine. Th",Investor's Business Daily,business
53,Amy Dickinson,Ask Amy: Friend favors exclusive group over friendships - The Washington Post,Her religious organization discourages links to nonreceptive people,https://www.washingtonpost.com/lifestyle/style/ask-amy-friend-favors-exclusive-group-over-friendships/2020/11/21/21d7a324-255f-11eb-8672-c281c7a2c96e_story.html,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/KJZO64TPVYI6NFYFEPSRUL2CJU.jpg&w=1440,2020-11-29T05:00:00Z,"She retired two months ago, and cut off communication with me.
The group advocates self-denial and encourages supernumeraries to recruit new members among receptive friends. Nonreceptive friends are",The Washington Post,entertainment
54,Alexandra Del Rosario,Petition To Axe Amber Heard From ‘Aquaman 2’ Receives Upwards 1.5M Signatures Following Johnny Depp’s ‘Fantastic Beasts’ Departure - Deadline,"An online petition urging studio personnel to axe Amber Heard from the upcoming Aquaman sequel has received more than 1.5 million signatures. Created by Jeanne Larson, the petition crossed the signature milestone after Deadline reported that Mads Mikkelsen wi…",https://deadline.com/2020/11/petition-johnny-depp-axe-amber-heard-aquaman-1-5-million-signatures-1234622804/,https://deadline.com/wp-content/uploads/2018/12/aquaman-2.jpeg?w=1024,2020-11-29T04:37:00Z,"An online petition urging studio personnel to axe Amber Heard from the upcoming Aquaman sequel has received more than 1.5 million signatures.
Created by Jeanne Larson, the petition crossed the signa",Deadline,entertainment
55,Associated Press,Charles Manson follower Leslie Van Houten has parole blocked again in Calif. - Fox News,"California Gov. Gavin Newson has reversed parole for Charles Manson follower Leslie Van Houten, marking the fourth time a governor has blocked her release.",https://www.foxnews.com/us/charles-manson-follower-leslie-van-houten-has-parole-blocked-again-in-calif,https://static.foxnews.com/foxnews.com/content/uploads/2020/11/VanHouton2.jpg,2020-11-29T03:25:59Z,"LOS ANGELES — California Gov. Gavin Newsom has reversed parole for Charles Manson follower Leslie Van Houten, marking the fourth time a governor has blocked her release.
A California panel recommend",Fox News,entertainment
56,By Carly Johnson Deirdre Simonds For Dailymail.com,Khloe Kardashian poses for a sweet snap with two-year-old daughter True - Daily Mail,Khloe Kardashian took to Instagram on Saturday to share a sweet snapshot of herself and two-year-old daughter True rocking matching braids.,https://www.dailymail.co.uk/tvshowbiz/article-8997517/Khloe-Kardashian-poses-sweet-snap-two-year-old-daughter-True.html,https://i.dailymail.co.uk/1s/2020/11/29/02/36217570-0-image-a-16_1606616248000.jpg,2020-11-29T03:03:00Z,"Her beau and baby daddy Tristan Thompson, 29, officially became a U.S. citizen this week after moving to the United States from Canada in 2009 on a student visa.
And Khloe Kardashian took to Instagr",Daily Mail,entertainment
57,By Kevin Kayhart For Dailymail.com,DWTS pro Gleb Savchenko celebrates Thanksgiving with two daughters... following split from wife - Daily Mail,"DWTS pro Gleb Savchenko celebrated the Thanksgiving holiday with his two daughters, some three weeks after going public with his split from wife Elena Samodanova.",https://www.dailymail.co.uk/tvshowbiz/article-8997429/DWTS-pro-Gleb-Savchenko-celebrates-Thanksgiving-two-daughters-following-split-wife.html,https://i.dailymail.co.uk/1s/2020/11/29/02/36217740-0-image-a-46_1606616694093.jpg,2020-11-29T02:40:00Z,"It's an emotional time for Gleb Savchenko and his family, as he and his estranged wife Elena Samodanova try to navigate their way as single parents.
And just weeks after announcing their split after",Daily Mail,entertainment
58,Kourtnee Jackson,Kevin Hart Addresses Backlash Over Joke About Daughter's Dating Behavior - Showbiz Cheat Sheet,Kevin Hart speaks on backlash about his latest Netflix special.,https://www.cheatsheet.com/entertainment/kevin-hart-addresses-backlash-over-joke-about-daughters-dating-behavior.html/,https://www.cheatsheet.com/wp-content/uploads/2020/11/kevin-hart-1024x726.jpg,2020-11-29T01:46:22Z,"Upon Netflix dropping Kevin Harts latest stand-up special, ZeroF**ks Given, there was an internet debate about whether he is still funny. 
His routine covered cancel culture, fame, and family life, ",Showbiz Cheat Sheet,entertainment
59,By Dan Heching For Dailymail.com,Lil Yase shot dead in California at age 25 one day after wishing followers a happy Thanksgiving - Daily Mail,Up-and-coming  rapper Lil Yase was shot and killed early Saturday in the East Bay region of the San Francisco Bay Area. He was only 25 years old.,https://www.dailymail.co.uk/tvshowbiz/article-8997319/Lil-Yase-shot-dead-California-age-25-one-day-wishing-followers-happy-Thanksgiving.html,https://i.dailymail.co.uk/1s/2020/11/29/00/36216064-0-image-a-88_1606609993253.jpg,2020-11-29T01:12:00Z,"Up-and-coming rapper Lil Yase was shot and killed early Saturday in the East Bay region of the San Francisco Bay Area, TMZ reports.
The Sunnyvale, California native was only 25 years old.
Born Mark",Daily Mail,entertainment
60,Web  Desk,Princess Dianas fall to disgrace after divore from Charles devastated Prince William - The News International,Princess Diana had to give up her HRH title after divorce from Charles which bothered Prince William a lot,https://www.thenews.com.pk/latest/750954-princess-dianas-fall-to-disgrace-after-divore-from-charles-devastated-prince-william,https://www.thenews.com.pk/assets/uploads/updates/2020-11-29/l_750954_060500_updates.jpg,2020-11-29T00:47:36Z,"Princess Diana had to give up her HRH title after divorce from Charles which bothered Prince William greatly 
Princess Diana fell to disgrace after she divorced Prince Charles and had her royal titl",The News International,entertainment
61,Aramide Tinubu,What Was Jennifer Aniston and Brad Pitt's Combined Net Worth When They Were Married? - Showbiz Cheat Sheet,Jennifer Aniston and Brad Pitt were Hollywood's it couple in the early 2000s. But what was their combined net worth when they were married?,https://www.cheatsheet.com/entertainment/jennifer-aniston-brad-pitt-net-worth.html/,https://www.cheatsheet.com/wp-content/uploads/2020/11/Jennifer-Aniston-Brad-Pitt-1024x672.jpg,2020-11-29T00:30:19Z,"20 years ago, Hollywood looked very different. Jennifer Aniston and Brad Pitt were the biggest A-listers and the hottest couple in the entertainment industry. Since then, the pair have gone their sep",Showbiz Cheat Sheet,entertainment
